# Time   Feature_ID   Passnumber   X  Y  Score

0.00000     0    0     1.234630585  0.3086629212   -100000000.0
0.00000     1    0     1.499895811  0.3066759109   -100000000.0
0.00000     2    0     1.246537685  0.2854810953   -100000000.0
0.00000     3    0     1.489973187  0.2841564417   -100000000.0
0.00000     4    0     1.254475832  0.2636240125   -100000000.0
0.00000     5    0     1.478727579  0.2622992992   -100000000.0
0.00000     6    0    0.4113705754  0.6697413921   -100000000.0
0.00000     7    0     1.525891066  0.6288657784   -100000000.0
0.00000     8    0    0.4936259687  0.5586681366   -100000000.0
0.00000     9    0     1.449438810  0.5379516482   -100000000.0
0.00000    10    0    0.5083915591  0.5223019123   -100000000.0
0.00000    11    0     1.460180759  0.5049011707   -100000000.0

