# Time   PolyLine_ID   Passnumber   X Y Z R G B A

# Bldg 8

# Bldg 2


0  8  0  328200.804209  4691924.93687  10.8312427657  0.956862747669  0.552941203117  0.937254905701  1
0  8  0  328199.352699  4691926.00489  7.71117779187  0.956862747669  0.552941203117  0.937254905701  1
0  8  0  328196.503847  4691928.21088  7.71117779187  0.956862747669  0.552941203117  0.937254905701  1
0  8  0  328195.106506  4691929.34885  10.8312427657  0.956862747669  0.552941203117  0.937254905701  1
0  8  0  328196.558015  4691928.28083  13.9513077395  0.956862747669  0.552941203117  0.937254905701  1
0  8  0  328199.406867  4691926.07484  13.9513077395  0.956862747669  0.552941203117  0.937254905701  1
0  8  0  328200.804209  4691924.93687  10.8312427657  0.956862747669  0.552941203117  0.937254905701  1

# Bldg 21


0  9  0  328137.635488  4691870.31488  7.28828010559  0.956862747669  0.552941203117  0.937254905701  1
0  9  0  328139.447224  4691871.20469  3.79222331047  0.956862747669  0.552941203117  0.937254905701  1
0  9  0  328143.067985  4691872.98981  3.79222331047  0.956862747669  0.552941203117  0.937254905701  1
0  9  0  328144.877012  4691873.88512  7.28828010559  0.956862747669  0.552941203117  0.937254905701  1
0  9  0  328143.065276  4691872.99531  10.7843369007  0.956862747669  0.552941203117  0.937254905701  1
0  9  0  328139.444515  4691871.21019  10.7843369007  0.956862747669  0.552941203117  0.937254905701  1
0  9  0  328137.635488  4691870.31488  7.28828010559  0.956862747669  0.552941203117  0.937254905701  1

# Bldg 27


0  10  0  328070.060912  4691921.91488  3.81545004249  0.956862747669  0.552941203117  0.937254905701  1
0  10  0  328067.154709  4691926.37975  -5.27599492669  0.956862747669  0.552941203117  0.937254905701  1
0  10  0  328062.77739  4691935.96487  -5.27599492669  0.956862747669  0.552941203117  0.937254905701  1
0  10  0  328061.306275  4691941.08512  3.81545004249  0.956862747669  0.552941203117  0.937254905701  1
0  10  0  328064.212478  4691936.62025  12.9068950117  0.956862747669  0.552941203117  0.937254905701  1
0  10  0  328068.589797  4691927.03513  12.9068950117  0.956862747669  0.552941203117  0.937254905701  1
0  10  0  328070.060912  4691921.91488  3.81545004249  0.956862747669  0.552941203117  0.937254905701  1

# Bldg 27


0  11  0  328070.425392  4691970.84993  6.20259003639  0.956862747669  0.552941203117  0.937254905701  1
0  11  0  328074.012418  4691972.37008  -0.541270208359  0.956862747669  0.552941203117  0.937254905701  1
0  11  0  328081.090152  4691975.62016  -0.541270208359  0.956862747669  0.552941203117  0.937254905701  1
0  11  0  328084.580858  4691977.35007  6.20259003639  0.956862747669  0.552941203117  0.937254905701  1
0  11  0  328080.993831  4691975.82992  12.9464502811  0.956862747669  0.552941203117  0.937254905701  1
0  11  0  328073.916099  4691972.57984  12.9464502811  0.956862747669  0.552941203117  0.937254905701  1
0  11  0  328070.425392  4691970.84993  6.20259003639  0.956862747669  0.552941203117  0.937254905701  1

# Bldg 4

0  12  0  328235.103718  4692025.20851  3.24708570753  0.956862747669  0.552941203117  0.937254905701  1
0  12  0  328234.965814  4692024.17584  1.44258548532  0.956862747669  0.552941203117  0.937254905701  1
0  12  0  328234.692453  4692022.11019  1.44258548532  0.956862747669  0.552941203117  0.937254905701  1
0  12  0  328234.556996  4692021.07721  3.24708570753  0.956862747669  0.552941203117  0.937254905701  1
0  12  0  328234.6949  4692022.10987  5.05158592973  0.956862747669  0.552941203117  0.937254905701  1
0  12  0  328234.968262  4692024.17552  5.05158592973  0.956862747669  0.552941203117  0.937254905701  1
0  12  0  328235.103718  4692025.20851  3.24708570753  0.956862747669  0.552941203117  0.937254905701  1

# Bldg 3

0  13  0  328231.342446  4691996.12826  2.86875002384  0.956862747669  0.552941203117  0.937254905701  1
0  13  0  328231.531423  4691997.08142  1.18943004608  0.956862747669  0.552941203117  0.937254905701  1
0  13  0  328231.798351  4691999.00316  1.18943004608  0.956862747669  0.552941203117  0.937254905701  1
0  13  0  328231.876304  4691999.97174  2.86875002384  0.956862747669  0.552941203117  0.937254905701  1
0  13  0  328231.687327  4691999.01858  4.5480700016  0.956862747669  0.552941203117  0.937254905701  1
0  13  0  328231.420399  4691997.09684  4.5480700016  0.956862747669  0.552941203117  0.937254905701  1
0  13  0  328231.342446  4691996.12826  2.86875002384  0.956862747669  0.552941203117  0.937254905701  1

# Bldg 7


0  14  0  328243.432766  4692159.73668  6.58198750019  0.956862747669  0.552941203117  0.937254905701  1
0  14  0  328243.321829  4692157.849  3.319445014  0.956862747669  0.552941203117  0.937254905701  1
0  14  0  328242.814845  4692154.11232  3.319445014  0.956862747669  0.552941203117  0.937254905701  1
0  14  0  328242.418797  4692152.26332  6.58198750019  0.956862747669  0.552941203117  0.937254905701  1
0  14  0  328242.529733  4692154.151  9.84452998638  0.956862747669  0.552941203117  0.937254905701  1
0  14  0  328243.036717  4692157.88768  9.84452998638  0.956862747669  0.552941203117  0.937254905701  1
0  14  0  328243.432766  4692159.73668  6.58198750019  0.956862747669  0.552941203117  0.937254905701  1

# Bldg 7


0  15  0  328314.760848  4692130.5047  5.19240003824  0.956862747669  0.552941203117  0.937254905701  1
0  15  0  328314.883686  4692131.27933  3.83637613058  0.956862747669  0.552941203117  0.937254905701  1
0  15  0  328315.048619  4692132.83712  3.83637613058  0.956862747669  0.552941203117  0.937254905701  1
0  15  0  328315.090715  4692133.6203  5.19240003824  0.956862747669  0.552941203117  0.937254905701  1
0  15  0  328314.967877  4692132.84567  6.5484239459  0.956862747669  0.552941203117  0.937254905701  1
0  15  0  328314.802943  4692131.28788  6.5484239459  0.956862747669  0.552941203117  0.937254905701  1
0  15  0  328314.760848  4692130.5047  5.19240003824  0.956862747669  0.552941203117  0.937254905701  1

# Bldg 7


0  16  0  328283.417879  4692132.36416  2.62614280837  0.956862747669  0.552941203117  0.937254905701  1
0  16  0  328286.804504  4692131.86852  -3.29877775056  0.956862747669  0.552941203117  0.937254905701  1
0  16  0  328293.60091  4692131.07579  -3.29877775056  0.956862747669  0.552941203117  0.937254905701  1
0  16  0  328297.010692  4692130.7787  2.62614280837  0.956862747669  0.552941203117  0.937254905701  1
0  16  0  328293.624068  4692131.27433  8.5510633673  0.956862747669  0.552941203117  0.937254905701  1
0  16  0  328286.827661  4692132.06707  8.5510633673  0.956862747669  0.552941203117  0.937254905701  1
0  16  0  328283.417879  4692132.36416  2.62614280837  0.956862747669  0.552941203117  0.937254905701  1

# Bldg 9


0  17  0  328292.294124  4692101.07457  2.51234997511  0.956862747669  0.552941203117  0.937254905701  1
0  17  0  328295.496649  4692101.03633  -2.9964944005  0.956862747669  0.552941203117  0.937254905701  1
0  17  0  328301.827525  4692100.31176  -2.9964944005  0.956862747669  0.552941203117  0.937254905701  1
0  17  0  328304.955876  4692099.62543  2.51234997511  0.956862747669  0.552941203117  0.937254905701  1
0  17  0  328301.753351  4692099.66367  8.02119435072  0.956862747669  0.552941203117  0.937254905701  1
0  17  0  328295.422475  4692100.38824  8.02119435072  0.956862747669  0.552941203117  0.937254905701  1
0  17  0  328292.294124  4692101.07457  2.51234997511  0.956862747669  0.552941203117  0.937254905701  1

# Bldg 3 side wall

0  18  0  328210.201966  4692011  4.26561673482  0.956862747669  0.552941203117  0.937254905701  1
0  18  0  328211.301504  4692011  2.36116154989  0.956862747669  0.552941203117  0.937254905701  1
0  18  0  328213.500579  4692011  2.36116154989  0.956862747669  0.552941203117  0.937254905701  1
0  18  0  328214.600117  4692011  4.26561673482  0.956862747669  0.552941203117  0.937254905701  1
0  18  0  328213.500579  4692011  6.17007191976  0.956862747669  0.552941203117  0.937254905701  1
0  18  0  328211.301504  4692011  6.17007191976  0.956862747669  0.552941203117  0.937254905701  1
0  18  0  328210.201966  4692011  4.26561673482  0.956862747669  0.552941203117  0.937254905701  1
