# color name	R	G	B

red		255	0	0	
red		240	19	108
red		222	31	88
red		166	41	79
red		242	12	39
red		204	29	49
red		138	6	21
red		240	191	175
red		135	52	24
red		94	49	54
red		83	39	34
red		107	60	51
red		109	60	47
red		179	134	133
red		81	9	20
red		202	132	131
red		164	88	95
red		214	100	109
red		168	97	103
red		166	54	72
red		162	88	90
red		181	69	49
red		178	69	58
red		182	69	56
red		178	69	55


orange		235	178	21
orange		235	159	19
orange		235	187	56
orange		227	192	95
orange		224	147	13
orange		219	148	24
orange		227	182	104
orange		240	220	175

yellow		255	255	0
yellow		224	193	13
yellow		153	134	24
yellow		232	212	95
yellow		199	186	111
yellow		227	211	89
yellow		130	116	7
yellow		133	129	49
yellow		240	218	50
yellow		240	234	175
yellow		94	94	49
yellow		174	171	75
yellow		171	167	81
yellow		110	104	62
yellow		154	144	68
yellow		211	212	98
yellow		195	188	81
yellow		192	205	44
yellow		181	185	65
yellow		172	186	76
yellow		185	188	63
yellow		214	233	129
yellow		210	224	126
yellow		204	225	113


green		0	255	0
green		23	89	33
green		42	181	63
green		99	199	42
green		65	148	16
green		26	64	4
green		48	201	53
green		24	84	26
green		3	59	5
green		190	232	199
green		128	189	140
green		82	94	5
green		186	240	175
green		54	94	49
green		154	195	162
green		118	187	107
green		118	193	129
green		55	150	93
green		145	180	148
green		176	205	133
green		164	192	107
green		176	201	133
green		176	209	70
green		176	214	72
green		178	205	77
green		176	211	62
green		173	209	69

cyan		0	255	255
cyan		53	204	196
cyan		14	237	226
cyan		17	107	103
cyan		27	168	179
cyan		6	107	115
cyan		175	240	226
cyan		49	94	94
cyan		161	196	200
cyan		198	237	239
cyan		167	196	201
cyan		173	201	202
cyan		193	209	224
cyan		187	209	229

blue		0	0	255
blue		23	61	232
blue		28	49	140
blue		111	127	199
blue		4	20	92
blue		183	180	240
blue		83	81	133
blue		76	73	140
blue		175	179	240
blue		49	60	94
blue		49	51	94
blue		35	59	75
blue		25	52	70
blue		31	40	65
blue		34	48	89
blue		34	51	94
blue		59	80	111
blue		141	158	204
blue		133	151	203
blue		40	62	146
blue		17	46	132
blue		9	51	75
blue		40	46	76
blue		62	60	118
blue		49	53	113
blue		55	58	118
blue		55	59	115
blue		52	60	115
blue		60	60	105
blue		18	32	52
blue		27	38	58
blue		25	32	54



purple		255	0	255
purple		161	45	214
purple		117	42	161
purple		153	12	235
purple		174	104	227
purple		109	39	163
purple		53	4	89
purple		65	21	99
purple		98	6	115
purple		205	24	237
purple		206	89	227
purple		216	200	227
purple		88	55	110
purple		216	175	240
purple		240	175	234
purple		75	49	94
purple		188	138	187
purple		203	167	209
purple		175	122	176
purple		175	103	168
purple		161	81	158
purple		208	171	207
purple		153	54	137
purple		151	39	138
purple		146	52	133
purple		67	18	58
purple		73	31	69
purple		66	17	58


black		0	0	0
black		5	0	2
black		18	13	15
black		12	10	18
black		33	26	8
black		10	18	11
black		8	1	13
black		5	8	23
black		38	5	15
black		5	20	20
black		31	25	9
black		20	20	20
black		2	7	31
black		15	18	18
black		1	10	10
black		2	13	2
black		8	13	8
black		30	35	40
black		26	28	30
black		33	35	34
black		17	15	16
black		10	16	13
black		34	33	32
black		58	54	51
black		44	41	42
black		81	75	70
black		68	67	61
black		55	54	53
black		52	51	49
black		53	52	51
black		32	28	27
black		35	23	23
black		33	25	26
black		46	48	47
black		47	48	54


white		255	255	255
white		242	240	241
white		244	236	247
white		235	236	242
white		237	228	231
white		240	245	245
white		232	230	223
white		242	240	225
white		223	224	232
white		223	229	230
white		242	233	225
white		235	247	235
white		182	172	131
white		178	168	118
white		181	172	126
white		171	171	134
white		203	209	207
white		196	198	197
white		189	201	193
white		188	203	185
white		210	216	197
white 		223	230	223
white		211	218	218
white		179	186	188
white		202	217	228
white		183	197	195
white		187	187	189
white		173	161	124
white		168	162	120
white		174	162	132
white		173	165	119
white		173	160	119
white		173	155	120
white		176	162	131
white		173	166	127
white		165	153	123
white		152	148	118
white		162	154	125
white		194	194	171
white		194	190	172
white		176	166	129
white		179	162	124
white		162	150	122
white		167	150	115
white		164	151	120
white		176	185	172
white		182	186	178
white		183	185	178
white		179	187	174
white		222	215	192
white		218	214	188
white		221	215	187
white		218	211	186
white		216	207	185
white		217	210	187
white		217	210	189
white		217	207	190
white		216	209	188
white		214	207	183
white		136	131	108
white		131	127	109
white		148	141	118
white		148	139	115
white		141	134	113
white		137	129	112
white		134	126	110


grey		128	128	128
grey		156	149	152
grey		87	85	80
grey		184	181	173
grey		86	92	87
grey		191	186	194
grey		81	82	87
grey		77	73	74
grey		147	150	150
grey		51	51	49
grey		181	180	174
grey		61	58	41
grey		102	104	112
grey		69	67	66
grey		151	156	151
grey		176	183	179
grey		165	172	167
grey		116	119	116
grey		116	117	112
grey		112	115	113
grey		115	118	112
grey		122	140	104
grey		102	109	102
grey		150	157	154
grey		147	154	150
grey		150	155	153
grey		147	153	151
grey		150	158	153
grey		150	151	148
grey		118	118	95
grey		119	116	101
grey		115	113	95


brown		102	69	8
brown		89	66	23
brown		140	105	10
brown		94	72	11
brown		99	65	6	
brown		66	32	5
brown		148	107	35
brown		161	125	26
brown		133	99	8
brown		94	77	49
brown		125	101	73
brown		112	91	69
brown		133	112	81
brown		73	45	35
brown		42	27	19
brown		123	105	61
brown		133	105	81
brown		122	102	73
brown		148	117	91
brown		116	94	67
brown		58	38	19
brown		162	131	105
brown		182	165	120
brown		173	148	118
brown		180	165	122


