# Time   Feature_ID   Passnumber   X  Y  Score

0.00000     0    0     1.718768358  0.3833222091   -100000000.0
0.00000     1    0   0.004689699039  0.8990266919   -100000000.0
0.00000     2    0    0.5641500950  0.9706149101   -100000000.0
0.00000     3    0     1.733058691  0.6749824286   -100000000.0
0.00000     4    0     1.239462376 0.01568333805   -100000000.0
0.00000     5    0   0.02358108014  0.4846735895   -100000000.0
0.00000     6    0   0.01168955676 0.09245242178   -100000000.0
0.00000     7    0    0.2003743649 0.006420938298   -100000000.0
0.00000     8    0     1.714657068  0.4635917842   -100000000.0
0.00000     9    0   0.05290264636  0.9433617592   -100000000.0
0.00000    10    0     1.520710945  0.5991114378   -100000000.0
0.00000    11    0    0.1996171474  0.9650279880   -100000000.0

