# This interpolated & filtered version of the aircraft's GPS/IMU
# information was generated with a time constant tau=1/video_PRF=0.04166 sec


# Img  Rel time       Rel_x  	 Rel_y	     Rel_z       Roll 	      Pitch        Yaw

 318       13.25   -47142.45    1657.194    2986.277    1.505103    3.629263    -161.7089   
 319    13.29167    -47140.8    1651.946    2986.251    1.523329     3.63563    -161.7173   
 320    13.33333   -47139.08     1646.51    2986.214    1.540253    3.642681    -161.7259   
 321      13.375   -47137.54    1641.603    2986.181    1.556251    3.648732    -161.7357   
 322    13.41667   -47135.96    1636.581    2986.156    1.570172    3.653103    -161.7459   
 323    13.45833   -47134.23    1631.086     2986.13    1.582056    3.657278     -161.755   
 324        13.5   -47132.64    1625.998    2986.098    1.593874    3.661615    -161.7633   
 325    13.54167   -47131.12    1621.172    2986.071    1.606368    3.665192    -161.7714   
 326    13.58333   -47129.42    1615.788    2986.048    1.618573    3.669263    -161.7794   
 327      13.625   -47127.74    1610.423    2986.023    1.628643    3.674167    -161.7872   
 328    13.66667    -47126.2    1605.541    2985.999    1.636865    3.679462    -161.7941   
 329    13.70833   -47124.63    1600.525    2985.975     1.64403    3.684245       -161.8   
 330       13.75   -47122.98    1595.266    2985.943    1.650123    3.688082    -161.8061   
 331    13.79167   -47121.41     1590.27    2985.914     1.65618    3.691007    -161.8129   
 332    13.83333   -47119.89    1585.423    2985.892    1.662776    3.693829    -161.8192   
 333      13.875   -47118.26     1580.23    2985.864    1.667855    3.697361    -161.8252   
 334    13.91667   -47116.51    1574.672    2985.836    1.670123    3.700692     -161.831   
 335    13.95833   -47114.76    1569.159    2985.826    1.671487    3.703421    -161.8362   
 336          14   -47113.12    1564.048    2985.825    1.673398    3.707145    -161.8412   
 337    14.04167   -47111.43    1558.726    2985.812     1.67484    3.712248    -161.8452   
 338    14.08333    -47109.7    1553.221     2985.79    1.675396    3.717126    -161.8488   
 339      14.125   -47108.05    1547.964    2985.767    1.674961    3.720967     -161.853   
 340    14.16667   -47106.53    1543.098    2985.741    1.672362    3.723831     -161.858   
 341    14.20833      -47105      1538.2    2985.711    1.668671    3.726699     -161.863   
 342       14.25   -47103.25    1532.611     2985.68    1.667612    3.730992    -161.8664   
 343    14.29167   -47101.43    1526.773     2985.65    1.668947    3.736377    -161.8691   
 344    14.33333   -47099.84    1521.681    2985.625    1.668719    3.742049    -161.8725   
 345      14.375   -47098.39    1517.039    2985.606    1.666619    3.747764     -161.876   
 346    14.41667   -47096.76    1511.839    2985.591    1.664995    3.752957    -161.8787   
 347    14.45833   -47095.02    1506.278    2985.573    1.664042    3.758466    -161.8817   
 348        14.5   -47093.36     1500.94    2985.551    1.662027    3.764219    -161.8853   
 349    14.54167   -47091.81    1495.985    2985.523    1.658731    3.769651    -161.8885   
 350    14.58333   -47090.34    1491.246    2985.494    1.656732    3.775029    -161.8911   
 351      14.625   -47088.86    1486.501    2985.474    1.656989    3.780758    -161.8937   
 352    14.66667   -47087.37    1481.732    2985.459    1.656614     3.78739    -161.8962   
 353    14.70833   -47085.78    1476.629     2985.44    1.654849    3.793933    -161.8985   
 354       14.75   -47084.05    1471.058    2985.415    1.652321    3.799539    -161.9007   
 355    14.79167    -47082.2    1465.126    2985.385    1.647108     3.80486    -161.9033   
 356    14.83333   -47080.45    1459.486    2985.359    1.638788    3.810157    -161.9054   
 357      14.875   -47078.91    1454.539    2985.341    1.630988    3.815466    -161.9066   
 358    14.91667    -47077.4     1449.71    2985.332    1.625325    3.820331    -161.9083   
 359    14.95833   -47075.75    1444.489    2985.338    1.618278     3.82452    -161.9103   
 360          15      -47074     1438.97    2985.346    1.609781     3.82883    -161.9126   
 361    15.04167   -47072.31    1433.602    2985.337    1.603476    3.832655    -161.9153   
 362    15.08333   -47070.73    1428.543    2985.319    1.596891    3.834558    -161.9168   
 363      15.125   -47069.06    1423.151    2985.305    1.587813    3.835958    -161.9182   
 364    15.16667   -47067.35    1417.643    2985.287    1.579562    3.838704     -161.921   
 365    15.20833   -47065.75    1412.496    2985.267    1.573573    3.842779    -161.9244   
 366       15.25   -47064.36    1407.998     2985.25    1.567638    3.847763    -161.9266   
 367    15.29167   -47063.05    1403.781    2985.234     1.56049    3.853188    -161.9277   
 368    15.33333   -47061.51    1398.823    2985.214    1.552692    3.858924    -161.9293   
 369      15.375   -47059.78    1393.225    2985.196    1.544516    3.864622    -161.9317   
 370    15.41667   -47058.13    1387.902    2985.181     1.53545    3.869708    -161.9342   
 371    15.45833   -47056.43    1382.432    2985.158    1.525635     3.87483    -161.9368   
 372        15.5   -47054.59    1376.493    2985.129     1.51632    3.879963    -161.9394   
 373    15.54167   -47052.81    1370.717    2985.107    1.506689    3.886352    -161.9426   
 374    15.58333   -47051.16    1365.408    2985.094    1.494647    3.893997    -161.9464   
 375      15.625   -47049.65    1360.495    2985.081    1.481552    3.901331    -161.9501   
 376    15.66667   -47048.18    1355.743    2985.065    1.471301    3.907524    -161.9543   
 377    15.70833   -47046.71    1350.994    2985.049    1.463718    3.913505    -161.9588   
 378       15.75   -47045.23    1346.187    2985.035    1.455111     3.92023    -161.9624   
 379    15.79167   -47043.63    1341.013    2985.023    1.445362    3.926684    -161.9661   
 380    15.83333   -47041.88    1335.365    2985.005    1.437229     3.93243    -161.9707   
 381      15.875   -47040.05    1329.422    2984.983    1.430742    3.938794    -161.9759   
 382    15.91667   -47038.34     1323.91    2984.971    1.423857    3.946043    -161.9802   
 383    15.95833   -47036.82    1319.047    2984.974    1.418103    3.952928     -161.983   
 384          16   -47035.26    1314.111    2984.986    1.414424    3.958249    -161.9859   
 385    16.04167   -47033.61    1308.889    2984.996    1.412464    3.962567    -161.9898   
 386    16.08333   -47032.06    1303.899    2984.997    1.412675    3.967409    -161.9947   
 387      16.125   -47030.58    1299.117    2984.988    1.416064    3.972405    -161.9999   
 388    16.16667   -47029.01    1293.994    2984.969    1.422654    3.975737    -162.0043   
 389    16.20833   -47027.27    1288.368     2984.95    1.430147    3.978126    -162.0087   
 390       16.25   -47025.44    1282.411    2984.934    1.438503    3.981719    -162.0139   
 391    16.29167   -47023.72    1276.812     2984.92    1.450586    3.985644    -162.0192   
 392    16.33333    -47022.2     1271.89    2984.911    1.464746    3.988514    -162.0245   
 393      16.375   -47020.77    1267.239    2984.904    1.479639    3.990967    -162.0294   
 394    16.41667   -47019.38    1262.707    2984.894     1.49718     3.99293    -162.0334   
 395    16.45833   -47017.91     1257.93     2984.88    1.518695     3.99406    -162.0364   
 396        16.5   -47016.22    1252.448    2984.866    1.542343    3.995467    -162.0391   
 397    16.54167   -47014.46    1246.719    2984.853    1.565346    3.997077    -162.0432   
 398    16.58333   -47012.82    1241.363    2984.846    1.589084    3.996942    -162.0484   
 399      16.625   -47011.39    1236.703    2984.839    1.614287     3.99514     -162.053   
 400    16.66667   -47009.88    1231.806    2984.827    1.640049    3.993772    -162.0573   
 401    16.70833   -47008.12    1226.076    2984.817    1.666972    3.993468    -162.0623   
 402       16.75   -47006.37    1220.344     2984.81    1.694527    3.993523    -162.0676   
 403    16.79167   -47004.83    1215.311    2984.798    1.721123     3.99357    -162.0729   
 404    16.83333   -47003.35    1210.494    2984.783    1.747838     3.99349     -162.078   
 405      16.875   -47001.76    1205.311    2984.771    1.776328    3.993523    -162.0822   
 406    16.91667   -47000.06    1199.796    2984.762    1.804924    3.994784    -162.0855   
 407    16.95833   -46998.38    1194.374    2984.761    1.831261    3.997485    -162.0881   
 408          17   -46996.79    1189.307    2984.771    1.857018    4.000495    -162.0909   
 409    17.04167   -46995.13    1183.956    2984.778    1.884348    4.004364    -162.0946   
 410    17.08333   -46993.43    1178.431    2984.777     1.91156    4.008553    -162.0991   
 411      17.125   -46991.82    1173.172    2984.767    1.937507    4.012777    -162.1029   
 412    17.16667   -46990.33    1168.299    2984.756    1.964119    4.018228    -162.1064   
 413    17.20833   -46988.85    1163.443     2984.75    1.991692    4.025294    -162.1107   
 414       17.25   -46987.27     1158.25    2984.741    2.018168    4.033107    -162.1149   
 415    17.29167    -46985.7    1153.122    2984.729    2.044042    4.041348    -162.1181   
 416    17.33333   -46984.24    1148.332    2984.721    2.070305     4.05033    -162.1207   
 417      17.375   -46982.76    1143.507    2984.718    2.094616    4.059472    -162.1244   
 418    17.41667   -46981.18    1138.292    2984.712    2.116952    4.068353    -162.1295   
 419    17.45833   -46979.36    1132.318      2984.7    2.140259    4.079105    -162.1344   
 420        17.5   -46977.52    1126.278     2984.69    2.163006    4.090238    -162.1383   
 421    17.54167   -46975.92    1121.047    2984.684    2.182284    4.099271    -162.1411   
 422    17.58333   -46974.48    1116.305    2984.674    2.198799    4.107135     -162.144   
 423      17.625   -46973.04    1111.566    2984.663    2.213722    4.114993    -162.1484   
 424    17.66667   -46971.58    1106.774    2984.657    2.226178    4.122686    -162.1536   
 425    17.70833   -46970.02    1101.636    2984.656    2.235483    4.129422    -162.1581   
 426       17.75   -46968.31    1096.026     2984.65    2.242095    4.135234    -162.1625   
 427    17.79167    -46966.5    1090.066    2984.637    2.245556    4.141544    -162.1677   
 428    17.83333   -46964.75    1084.297    2984.629      2.2459    4.148561    -162.1727   
 429      17.875   -46963.11      1078.9    2984.637    2.243094    4.154918    -162.1778   
 430    17.91667   -46961.48    1073.597    2984.654    2.236724    4.159566    -162.1836   
 431    17.95833   -46959.92    1068.524    2984.663    2.227919    4.162709    -162.1888   
 432          18   -46958.53    1063.991    2984.658    2.218053    4.165839    -162.1914   
 433    18.04167   -46957.17    1059.508    2984.646    2.205314    4.170134    -162.1932   
 434    18.08333   -46955.65    1054.471    2984.633    2.187968    4.174485    -162.1963   
 435      18.125   -46953.95    1048.876    2984.626    2.167556    4.178026    -162.2006   
 436    18.16667   -46952.16    1042.931    2984.625    2.144807    4.180759    -162.2057   
 437    18.20833   -46950.45    1037.298    2984.625    2.119752    4.183366    -162.2111   
 438       18.25   -46948.95    1032.339    2984.625    2.093683    4.185971    -162.2164   
 439    18.29167   -46947.47    1027.424    2984.625    2.066679    4.188451    -162.2213   
 440    18.33333   -46945.89    1022.196    2984.625    2.037669    4.190603    -162.2256   
 441      18.375   -46944.37    1017.144    2984.622    2.007248    4.192913    -162.2307   
 442    18.41667   -46942.91    1012.329    2984.615    1.976837    4.195637    -162.2373   
 443    18.45833   -46941.38    1007.223    2984.603    1.945407    4.197791     -162.244   
 444        18.5   -46939.82    1002.046    2984.595    1.911013    4.200788    -162.2496   
 445    18.54167   -46938.35    997.1957    2984.594     1.87552    4.205599     -162.255   
 446    18.58333   -46936.82    992.1055    2984.594    1.840483    4.210272    -162.2604   
 447      18.625   -46935.07    986.3062    2984.594    1.804719      4.2134    -162.2665   
 448    18.66667   -46933.36    980.6043    2984.594    1.766843    4.216186    -162.2733   
 449    18.70833    -46931.9    975.7405    2984.594    1.729049    4.219849    -162.2795   
 450       18.75   -46930.46    970.9686    2984.594     1.69327     4.22451    -162.2854   
 451    18.79167   -46928.83    965.5662    2984.594    1.656446    4.229823    -162.2919   
 452    18.83333   -46927.25    960.3037    2984.594    1.618773    4.235166    -162.2981   
 453      18.875   -46925.81    955.4979    2984.594    1.583747    4.240463    -162.3034   
 454    18.91667    -46924.3    950.4946    2984.593    1.548367    4.245039    -162.3098   
 455    18.95833   -46922.65    944.9938      2984.6    1.513101    4.249274    -162.3174   
 456          19   -46920.87      939.08    2984.624    1.478367    4.254197    -162.3247   
 457    19.04167   -46919.14    933.3693    2984.649    1.445003    4.259658    -162.3311   
 458    19.08333   -46917.67    928.4731    2984.657    1.414309    4.265361    -162.3385   
 459      19.125   -46916.24    923.7139    2984.656    1.384012    4.270628    -162.3476   
 460    19.16667   -46914.63    918.3333    2984.656    1.353915    4.274564    -162.3567   
 461    19.20833   -46913.05    913.0665    2984.656    1.325567    4.278757    -162.3649   
 462       19.25   -46911.61    908.2567    2984.656    1.298066    4.283959    -162.3728   
 463    19.29167    -46910.1    903.2373    2984.656    1.269913    4.288796    -162.3807   
 464    19.33333   -46908.54    898.0131    2984.656    1.243016    4.292612    -162.3888   
 465      19.375   -46907.07    893.0956    2984.656    1.218479    4.295538    -162.3975   
 466    19.41667   -46905.58    888.1332    2984.657    1.194937    4.298125    -162.4068   
 467    19.45833   -46903.89    882.4815     2984.66    1.171852    4.300732    -162.4153   
 468        19.5   -46902.11    876.5159     2984.67    1.149997    4.303285    -162.4231   
 469    19.54167   -46900.43    870.9098    2984.682    1.129703     4.30552     -162.431   
 470    19.58333   -46898.91    865.8004    2984.688    1.110811    4.306606    -162.4392   
 471      19.625   -46897.47    861.0005    2984.688    1.093458    4.306743    -162.4483   
 472    19.66667   -46895.96    855.9544    2984.688    1.076571    4.306591    -162.4566   
 473    19.70833   -46894.39     850.686    2984.689    1.058941    4.306979    -162.4627   
 474       19.75    -46892.9    845.6892    2984.692    1.041812    4.308891    -162.4686   
 475    19.79167   -46891.48    840.9392    2984.702    1.026831    4.311799    -162.4757   
 476    19.83333   -46890.09    836.3199    2984.716    1.012745    4.315743    -162.4838   
 477      19.875   -46888.74    831.8141    2984.734   0.9975453    4.322225    -162.4928   
 478    19.91667   -46887.21    826.7824     2984.77   0.9813141    4.330316    -162.5036   
 479    19.95833   -46885.35    820.6809     2984.83   0.9649202    4.338226    -162.5164   
 480          20   -46883.15    813.4933    2984.916   0.9487945    4.345295     -162.531   
 481    20.04167   -46880.89    806.0706    2984.997   0.9328339    4.351365    -162.5436   
 482    20.08333   -46879.21    800.4163    2984.996   0.9163048    4.356269    -162.5444   
 483      20.125   -46878.29     797.096      2984.9   0.8989299    4.360709    -162.5319   
 484    20.16667   -46877.25    793.3851    2984.828   0.8824389    4.365864    -162.5231   
 485    20.20833   -46875.89    788.7745    2984.812    0.868161    4.370756    -162.5228   
 486       20.25   -46874.45    783.9527    2984.813   0.8550414    4.374457    -162.5253   
 487    20.29167   -46872.91    778.7889     2984.82   0.8414866     4.37812    -162.5262   
 488    20.33333   -46871.23    773.1225    2984.831   0.8281892    4.381609    -162.5263   
 489      20.375   -46869.44    767.1415     2984.84   0.8158807     4.38432    -162.5262   
 490    20.41667   -46867.79    761.5719    2984.849   0.8046692    4.386715    -162.5253   
 491    20.45833   -46866.32    756.6569    2984.863   0.7930345    4.388356    -162.5229   
 492        20.5   -46864.85    751.6826    2984.873   0.7808128    4.388938    -162.5205   
 493    20.54167   -46863.29    746.4292    2984.876    0.768996    4.389043    -162.5184   
 494    20.58333   -46861.79    741.4156    2984.886    0.758003    4.389086     -162.516   
 495      20.625   -46860.35     736.569    2984.901   0.7475818    4.389042    -162.5133   
 496    20.66667   -46858.81    731.3918    2984.913   0.7373664    4.389023    -162.5098   
 497    20.70833   -46857.24    726.1095    2984.925   0.7268143     4.39006    -162.5054   
 498       20.75   -46855.67    720.8193    2984.934   0.7142436     4.39256    -162.5002   
 499    20.79167   -46853.99    715.1739    2984.942   0.7003812    4.394559    -162.4949   
 500    20.83333   -46852.36    709.6649    2984.956   0.6870992    4.395814    -162.4895   
 501      20.875   -46850.78     704.377     2984.97   0.6731836    4.397579    -162.4841   
 502    20.91667   -46849.21    699.0606    2984.983    0.657641    4.399638    -162.4784   
 503    20.95833   -46847.71    694.0215    2984.999   0.6411567    4.402439    -162.4728   
 504          21   -46846.26    689.1689    2985.022   0.6239717    4.406665    -162.4674   
 505    21.04167   -46844.72    684.0073    2985.047   0.6072062    4.410964    -162.4605   
 506    21.08333   -46843.18    678.8494    2985.062   0.5923569    4.414429    -162.4536   
 507      21.125   -46841.74    674.0084     2985.07   0.5779436    4.417119    -162.4481   
 508    21.16667   -46840.22     668.887    2985.082   0.5620936    4.419667    -162.4422   
 509    21.20833   -46838.59    663.4124    2985.096   0.5456987    4.422229    -162.4356   
 510       21.25   -46837.13    658.4569     2985.11    0.531353    4.425828    -162.4295   
 511    21.29167   -46835.73    653.7361    2985.123   0.5170954    4.431168    -162.4235   
 512    21.33333    -46834.1    648.2397    2985.139   0.5005001    4.436332    -162.4167   
 513      21.375   -46832.34    642.3064    2985.162   0.4838242    4.440191    -162.4103   
 514    21.41667   -46830.76    636.9668    2985.183   0.4688786    4.444605    -162.4047   
 515    21.45833   -46829.33    632.1367    2985.197   0.4541804    4.449824    -162.3994   
 516        21.5   -46827.82    627.0458     2985.21   0.4374289    4.454428    -162.3949   
 517    21.54167   -46826.18    621.5227    2985.222   0.4201345    4.458827    -162.3905   
 518    21.58333   -46824.53    615.9509    2985.237   0.4030977    4.463939    -162.3854   
 519      21.625   -46823.06    611.0077    2985.251    0.385267    4.468961    -162.3805   
 520    21.66667   -46821.67    606.2944    2985.263   0.3677142    4.473126    -162.3761   
 521    21.70833   -46820.05    600.8176    2985.276   0.3522969    4.476739    -162.3713   
 522       21.75   -46818.29    594.9032    2985.291   0.3377813    4.480777    -162.3662   
 523    21.79167   -46816.72     589.581    2985.313   0.3231282    4.485357    -162.3625   
 524    21.83333   -46815.28    584.7346    2985.335   0.3102674    4.489141    -162.3599   
 525      21.875   -46813.77    579.6135    2985.349   0.2983837    4.492801    -162.3576   
 526    21.91667   -46812.24    574.4441    2985.371   0.2863106    4.496852    -162.3562   
 527    21.95833    -46810.8    569.6053    2985.412   0.2742593    4.500812    -162.3558   
 528          22   -46809.29     564.555    2985.454   0.2630625    4.504148    -162.3551   
 529    22.04167   -46807.68     559.155    2985.484   0.2530979    4.506959    -162.3538   
 530    22.08333    -46806.1    553.8366    2985.508   0.2441223    4.509037    -162.3536   
 531      22.125   -46804.55    548.6006    2985.525   0.2366355    4.510008    -162.3549   
 532    22.16667   -46803.02    543.4428    2985.539   0.2308597    4.511387     -162.356   
 533    22.20833   -46801.47    538.1932    2985.558   0.2252638    4.514502    -162.3571   
 534       22.25   -46799.94    533.0119    2985.582   0.2193199    4.518135    -162.3591   
 535    22.29167    -46798.4    527.8082    2985.606   0.2148926    4.520301    -162.3614   
 536    22.33333   -46796.83    522.5282    2985.624   0.2114693    4.520982    -162.3638   
 537      22.375   -46795.24    517.1413    2985.643   0.2067146    4.521759    -162.3666   
 538    22.41667   -46793.69    511.9127    2985.667   0.2016146    4.523599    -162.3694   
 539    22.45833   -46792.31    507.2212    2985.685   0.1979655    4.525519    -162.3719   
 540        22.5   -46790.88    502.3854    2985.699   0.1942174    4.526495    -162.3743   
 541    22.54167   -46789.34    497.1774    2985.719   0.1897803    4.527766    -162.3779   
 542    22.58333    -46787.8    492.0063    2985.744   0.1871332    4.529931    -162.3823   
 543      22.625   -46786.26    486.7825     2985.77   0.1852346    4.531492    -162.3862   
 544    22.66667   -46784.72    481.5833    2985.796   0.1813893    4.532413    -162.3888   
 545    22.70833   -46783.17    476.3379    2985.821   0.1777653    4.533878    -162.3917   
 546       22.75   -46781.56    470.8852    2985.842   0.1773135    4.535564    -162.3964   
 547    22.79167   -46779.94    465.4279    2985.861   0.1776211    4.537981    -162.4016   
 548    22.83333   -46778.41    460.2709    2985.885   0.1766752    4.541126    -162.4045   
 549      22.875   -46777.02    455.5581    2985.914   0.1762592    4.542578    -162.4053   
 550    22.91667   -46775.59    450.6833    2985.948   0.1764943    4.543555    -162.4061   
 551    22.95833   -46773.96    445.1738    2985.983   0.1764307    4.546465    -162.4102   
 552          23   -46772.26    439.4574    2986.015   0.1767534    4.550564    -162.4176   
 553    23.04167   -46770.75     434.347    2986.044   0.1784677    4.553662    -162.4242   
 554    23.08333   -46769.39    429.7276    2986.072    0.181007    4.556134    -162.4294   
 555      23.125    -46767.9    424.6988      2986.1   0.1844606    4.558971    -162.4349   
 556    23.16667    -46766.3    419.2572    2986.125   0.1891504     4.56234      -162.44   
 557    23.20833   -46764.72    413.9272     2986.15   0.1942985    4.566516    -162.4433   
 558       23.25   -46763.17    408.6934    2986.177   0.2001315    4.571094    -162.4457   
 559    23.29167   -46761.65    403.5377    2986.203   0.2058159    4.575568    -162.4493   
 560    23.33333    -46760.1    398.3002    2986.235   0.2104267      4.5792    -162.4537   
 561      23.375   -46758.57     393.126    2986.268   0.2157813    4.581686    -162.4583   
 562    23.41667   -46756.97     387.703    2986.296   0.2217456    4.584475    -162.4624   
 563    23.45833   -46755.26     381.898    2986.322   0.2267684    4.588128    -162.4655   
 564        23.5   -46753.65    376.4542    2986.349    0.231148    4.590988     -162.469   
 565    23.54167   -46752.22    371.6413    2986.374   0.2363201    4.592531    -162.4731   
 566    23.58333   -46750.75    366.6741      2986.4   0.2425027    4.594598    -162.4762   
 567      23.625   -46749.13    361.1708    2986.433   0.2489183    4.598072    -162.4783   
 568    23.66667   -46747.52    355.7044    2986.467   0.2559584    4.601637    -162.4807   
 569    23.70833   -46746.02    350.6231    2986.499    0.262823    4.604457    -162.4835   
 570       23.75   -46744.57    345.7348    2986.526   0.2681583    4.606947    -162.4869   
 571    23.79167   -46743.22    341.1476    2986.548   0.2721632    4.608446    -162.4904   
 572    23.83333    -46741.8    336.3572     2986.57   0.2760611    4.608821    -162.4926   
 573      23.875   -46740.16    330.7747      2986.6   0.2813336     4.60937    -162.4938   
 574    23.91667   -46738.51    325.1919    2986.635   0.2870575    4.611083    -162.4956   
 575    23.95833   -46736.94    319.8897    2986.676   0.2919691    4.613032    -162.4976   
 576          24   -46735.29    314.2959    2986.735   0.2977726    4.614218    -162.4988   
 577    24.04167   -46733.64     308.684    2986.802   0.3041304    4.615684    -162.5002   
 578    24.08333   -46732.09    303.4202    2986.854   0.3079049    4.617805    -162.5024   
 579      24.125   -46730.62    298.4605    2986.888   0.3107826    4.619259    -162.5038   
 580    24.16667    -46729.1    293.2883    2986.926   0.3157542    4.620044    -162.5042   
 581    24.20833   -46727.45    287.6899    2986.976   0.3229821    4.620781    -162.5043   
 582       24.25   -46725.86     282.304    2987.023   0.3255489    4.623157    -162.5042   
 583    24.29167   -46724.35    277.1909    2987.061   0.3251186    4.625815    -162.5039   
 584    24.33333   -46722.88    272.1834    2987.093   0.3233688    4.627906    -162.5037   
 585      24.375   -46721.38    267.1143    2987.121   0.3219772    4.628584    -162.5037   
 586    24.41667   -46719.82    261.8164    2987.145   0.3226214    4.627001     -162.504   
 587    24.45833   -46718.15    256.1732    2987.168   0.3266788    4.622567    -162.5047   
 588        24.5   -46716.65      251.07    2987.191   0.3295629    4.619792     -162.504   
#  589    24.54167   -46715.59    247.4771    2987.214   0.3255369    4.623817       -162.5   
