# Img     DayMonthYear	      Irig time		GPS time

384    271204		191359.043606		191446.026855
385    271204		191359.101734		191446.086853
386    271204		191359.159855		191446.146851
387    271204		191359.188980		191446.166870
388    271204		191359.247227		191446.226868
389    271204		191359.305103		191446.286865
391    271204		191359.334213		191446.326843
392    271204		191359.392357		191446.386841
393    271204		191359.421356		191446.406860
394    271204		191359.479588		191446.466858
395    271204		191359.537979		191446.506836
396    271204		191359.567104		191446.546875
397    271204		191359.625214		191446.606812
398    271204		191359.654354		191446.646851
400    271204		191359.712711		191446.686829
401    271204		191359.770855		191446.746826
402    271204		191359.800106		191446.786804
403    271204		191359.858231		191446.846802
404    271204		191359.887356		191446.866821
405    271204		191359.945587		191446.926819
406    271204		191400.003858		191446.986816
407    271204		191400.032980		191447.026794
409    271204		191400.091233		191447.066772
410    271204		191400.120339		191447.106812
411    271204		191400.178483		191447.166809
412    271204		191400.236731		191447.226807
413    271204		191400.265857		191447.246826
414    271204		191400.323980		191447.306824
415    271204		191400.382229		191447.366760
416    271204		191400.411217		191447.386780
418    271204		191400.469478		191447.446777
419    271204		191400.498484		191447.466797
420    271204		191400.556356		191447.546753
421    271204		191400.614729		191447.606750
422    271204		191400.643854		191447.626770
423    271204		191400.701732		191447.686768
424    271204		191400.730858		191447.706726
425    271204		191400.789090		191447.766724
427    271204		191400.847214		191447.826721
428    271204		191400.876107		191447.866760
429    271204		191400.934215		191447.926758
430    271204		191401.992486		191447.966736
431    271204		191401.021357		191448.006714
432    271204		191401.079358		191448.066711
433    271204		191401.108483		191448.086731
434    271204		191401.166608		191448.146729
436    271204		191401.224607		191448.206726
437    271204		191401.253732		191448.246765
438    271204		191401.311860		191448.306702
439    271204		191401.340732		191448.326721
440    271204		191401.398857		191448.386719
441    271204		191401.456732		191448.446716
442    271204		191401.485608		191448.466736
443    271204		191401.543857		191448.526733
445    271204		191401.601859		191448.586731
446    271204		191401.631106		191448.606689
447    271204		191401.688983		191448.666687
448    271204		191401.717984		191448.706665
449    271204		191401.776108		191448.766663
450    271204		191401.834108		191448.806702
451    271204		191401.863109		191448.846680
452    271204		191401.921216		191448.906677
454    271204		191401.950108		191448.926697
455    271204		191402.008362		191448.986633
456    271204		191402.066234		191449.046631
457    271204		191402.095219		191449.086670
458    271204		191402.153110		191449.146606
459    271204		191402.211109		191449.186584
460    271204		191402.240110		191449.226624
461    271204		191402.298237		191449.286621
463    271204		191402.327344		191449.306580
464    271204		191402.385358		191449.366577
465    271204		191402.443233		191449.426575
466    271204		191402.472361		191449.446594
467    271204		191402.530342		191449.506592
468    271204		191402.559235		191449.546570
469    271204		191402.617235		191449.606567
470    271204		191402.675094		191449.666565
472    271204		191402.704109		191449.686584
473    271204		191402.762234		191449.746582
474    271204		191402.819985		191449.806580
475    271204		191402.848860		191449.826538
476    271204		191402.906861		191449.886536
477    271204		191402.936108		191449.906555
478    271204		191403.993862		191449.986511
480    271204		191403.051611		191450.026550
481    271204		191403.080733		191450.066528
482    271204		191403.138735		191450.126526
483    271204		191403.167611		191450.146545
484    271204		191403.225487		191450.206543
485    271204		191403.283361		191450.266541
486    271204		191403.312237		191450.286499
487    271204		191403.370360		191450.346497
489    271204		191403.428112		191450.406494
490    271204		191403.457112		191450.446533
491    271204		191403.514986		191450.506531
492    271204		191403.543845		191450.526489
493    271204		191403.601737		191450.586487
494    271204		191403.659487		191450.646484
495    271204		191403.688361		191450.666504
496    271204		191403.746362		191450.726501
498    271204		191403.804113		191450.786499
499    271204		191403.833236		191450.806458
500    271204		191403.891115		191450.886475
501    271204		191403.919861		191450.906433
502    271204		191403.977861		191450.966431
503    271204		191404.035613		191451.026428
504    271204		191404.064486		191451.046448
505    271204		191404.122221		191451.106445
506    271204		191404.180113		191451.166382
508    271204		191404.209113		191451.186401
509    271204		191404.266862		191451.246399
510    271204		191404.295616		191451.286377
511    271204		191404.353735		191451.326416
512    271204		191404.411490		191451.386414
513    271204		191404.440363		191451.426392
514    271204		191404.497990		191451.486389
515    271204		191404.526986		191451.506348
517    271204		191404.584738		191451.566345
518    271204		191404.642488		191451.626343
519    271204		191404.671362		191451.666382
520    271204		191404.729115		191451.706360
521    271204		191404.786986		191451.766357
522    271204		191404.815970		191451.806335
523    271204		191404.873737		191451.866333
524    271204		191404.902738		191451.886353
526    271204		191404.960361		191451.946350
527    271204		191405.018114		191452.006348
528    271204		191405.072484		191452.046326
529    271204		191405.097486		191452.086304
530    271204		191405.147485		191452.126343
531    271204		191405.197484		191452.186279
532    271204		191405.247487		191452.226257
533    271204		191405.297485		191452.286255
535    271204		191405.347486		191452.326294
536    271204		191405.397486		191452.386230
537    271204		191405.447480		191452.426270
538    271204		191405.472480		191452.466248
539    271204		191405.522480		191452.506226
540    271204		191405.572484		191452.546265
541    271204		191405.622485		191452.606262
542    271204		191405.672480		191452.646240
544    271204		191405.722485		191452.706238
545    271204		191405.772483		191452.746216
546    271204		191405.822486		191452.806213
547    271204		191405.847484		191452.826233
548    271204		191405.897490		191452.886230
549    271204		191405.947484		191452.926208
550    271204		191406.997483		191452.986206
551    271204		191406.047484		191453.026184
553    271204		191406.097488		191453.086182
554    271204		191406.147482		191453.126160
555    271204		191406.197488		191453.166260
556    271204		191406.222484		191453.206238
557    271204		191406.272484		191453.246277
558    271204		191406.322482		191453.306274
559    271204		191406.372485		191453.346252
560    271204		191406.422489		191453.406250
562    271204		191406.472487		191453.446228
563    271204		191406.522864		191453.506226
564    271204		191406.572863		191453.566223
565    271204		191406.597868		191453.586243
566    271204		191406.648615		191453.626221
567    271204		191406.701616		191453.686218
568    271204		191406.755988		191453.746216
569    271204		191406.783117		191453.766174
571    271204		191406.838849		191453.826172
572    271204		191406.895493		191453.866211
573    271204		191406.921618		191453.886169
574    271204		191406.975617		191453.966187
575    271204		191407.032118		191454.006165
576    271204		191407.061365		191454.046143
577    271204		191407.118366		191454.106140
578    271204		191407.174115		191454.166138
580    271204		191407.201742		191454.186157
581    271204		191407.259242		191454.246094
586    271204		191407.515745		191454.506104
587    271204		191407.515745		191454.506104
588    271204		191407.573367		191454.566101
589    271204		191407.630992		191454.606079
590    271204		191936.040379		192023.016235
592    271204		191936.096382		192023.076233
593    271204		191936.124500		192023.116211
594    271204		191936.181000		192023.156187
595    271204		191936.237625		192023.216187
596    271204		191936.265614		192023.256226
597    271204		191936.322006		192023.316223
598    271204		191936.377506		192023.356201
599    271204		191936.405880		192023.396179
601    271204		191936.462002		192023.436218
602    271204		191936.518501		192023.496155
603    271204		191936.546860		192023.536194
604    271204		191936.603004		192023.576172
605    271204		191936.659378		192023.636169
606    271204		191936.687126		192023.676147
607    271204		191936.743629		192023.716187
608    271204		191936.800129		192023.796143
610    271204		191936.827881		192023.816162
611    271204		191936.884254		192023.876160
612    271204		191936.940876		192023.916138
613    271204		191936.968880		192023.956116
614    271204		191937.025253		192024.016113
615    271204		191937.081753		192024.056152
616    271204		191937.109756		192024.096130
617    271204		191937.166111		192024.156128
619    271204		191937.222378		192024.196165
620    271204		191937.250504		192024.236145
621    271204		191937.306507		192024.296143
622    271204		191937.362881		192024.336121
623    271204		191937.391258		192024.376160
624    271204		191937.447487		192024.436157
625    271204		191937.504128		192024.496094
626    271204		191937.532127		192024.516113
628    271204		191937.588379		192024.576111
629    271204		191937.644756		192024.636108
630    271204		191937.672756		192024.656128
631    271204		191937.729130		192024.716125
632    271204		191937.785503		192024.776123
633    271204		191937.813885		192024.796082
634    271204		191937.870487		192024.856079
635    271204		191937.927006		192024.916077
637    271204		191937.955257		192024.936096
638    271204		191938.011631		192024.996094
639    271204		191938.068260		192025.056091
640    271204		191938.096386		192025.076050
641    271204		191938.153004		192025.136047
642    271204		191938.209255		192025.196045
643    271204		191938.237007		192025.216003
644    271204		191938.293385		192025.275999
646    271204		191938.350132		192025.335999
647    271204		191938.378384		192025.356018
648    271204		191938.435001		192025.416016
649    271204		191938.491383		192025.476013
650    271204		191938.519131		192025.495972
651    271204		191938.576004		192025.555969
652    271204		191938.632381		192025.615967
653    271204		191938.660633		192025.635986
655    271204		191938.717133		192025.695984
656    271204		191938.773758		192025.755981
657    271204		191938.801743		192025.795959
658    271204		191938.857632		192025.835938
659    271204		191938.914379		192025.895935
660    271204		191938.942509		192025.935974
661    271204		191939.999008		192025.975952
663    271204		191939.055382		192026.035950
664    271204		191939.083614		192026.075928
665    271204		191939.140007		192026.115906
666    271204		191939.196884		192026.176025
667    271204		191939.224632		192026.216003
668    271204		191939.280632		192026.255981
669    271204		191939.336880		192026.315979
670    271204		191939.364635		192026.355957
671    271204		191939.421116		192026.415955
673    271204		191939.477882		192026.455994
674    271204		191939.505882		192026.495972
675    271204		191939.562008		192026.555969
676    271204		191939.618256		192026.595947
677    271204		191939.646629		192026.635986
678    271204		191939.702885		192026.695923
679    271204		191939.759136		192026.735962
680    271204		191939.787384		192026.775940
682    271204		191939.844254		192026.835938
683    271204		191939.900009		192026.875916
684    271204		191939.928009		192026.915955
685    271204		191939.984509		192026.975952
686    271204		191940.040382		192027.015930
687    271204		191940.068630		192027.055908
688    271204		191940.124870		192027.115906
689    271204		191940.181007		192027.175903
691    271204		191940.209011		192027.195862
692    271204		191940.265385		192027.255859
693    271204		191940.320759		192027.295837
694    271204		191940.348637		192027.335876
695    271204		191940.405014		192027.395874
696    271204		191940.461010		192027.435852
697    271204		191940.488758		192027.475830
698    271204		191940.544884		192027.535828
700    271204		191940.600758		192027.575867
701    271204		191940.627888		192027.615845
702    271204		191940.683254		192027.655823
703    271204		191940.739758		192027.715820
704    271204		191940.767490		192027.755798
705    271204		191940.823383		192027.815796
706    271204		191940.879261		192027.855833
707    271204		191940.907509		192027.895811
708    271204		191940.963387		192027.955811
710    271204		191941.019012		192027.995789
711    271204		191941.046761		192028.035767
712    271204		191941.100883		192028.075806
713    271204		191941.157513		192028.135803
714    271204		191941.185764		192028.175842
715    271204		191941.241508		192028.215820
716    271204		191941.297512		192028.275818
718    271204		191941.353760		192028.335815
719    271204		191941.381008		192028.375793
720    271204		191941.438011		192028.415771
721    271204		191941.493511		192028.475769
722    271204		191941.521885		192028.515808
723    271204		191941.577511		192028.555786
724    271204		191941.632889		192028.615784
725    271204		191941.660759		192028.635742
726    271204		191941.717384		192028.695740
728    271204		191941.773132		192028.755737
729    271204		191941.800514		192028.775757
730    271204		191941.857136		192028.835754
731    271204		191941.913261		192028.895752
732    271204		191941.941509		192028.915710
733    271204		191942.997017		192028.975708
734    271204		191942.053387		192029.035706
735    271204		191942.082012		192029.075745
737    271204		191942.137760		192029.115723
738    271204		191942.193764		192029.175659
739    271204		191942.220886		192029.215637
740    271204		191942.277515		192029.255676
741    271204		191942.333870		192029.315674
742    271204		191942.361263		192029.335632
743    271204		191942.417385		192029.395630
745    271204		191942.473640		192029.455627
746    271204		191942.501640		192029.475645
747    271204		191942.557888		192029.535645
748    271204		191942.614140		192029.595642
749    271204		191942.642014		192029.615601
750    271204		191942.698013		192029.675598
751    271204		191942.753765		192029.735596
752    271204		191942.781761		192029.775635
753    271204		191942.838139		192029.815613
755    271204		191942.894138		192029.875610
756    271204		191942.921764		192029.915588
757    271204		191942.977512		192029.955566
758    271204		191943.034012		192030.015562
759    271204		191943.062389		192030.055603
760    271204		191943.117641		192030.095581
761    271204		191943.173748		192030.155518
762    271204		191943.201893		192030.175537
764    271204		191943.257885		192030.235535
765    271204		191943.313637		192030.295532
766    271204		191943.342136		192030.335510
767    271204		191943.398262		192030.375549
768    271204		191943.454765		192030.415527
769    271204		191943.482887		192030.475525
770    271204		191943.539139		192030.515503
771    271204		191943.595264		192030.575500
773    271204		191943.622768		192030.615479
774    271204		191943.679138		192030.655518
775    271204		191943.735386		192030.715515
776    271204		191943.763512		192030.755493
777    271204		191943.819641		192030.795471
778    271204		191943.875767		192030.855469
779    271204		191943.904125		192030.895447
780    271204		191943.960014		192030.935486
782    271204		191944.015762		192030.995483
783    271204		191944.071266		192031.055479
784    271204		191944.098770		192031.075439
785    271204		191944.154892		192031.135437
786    271204		191944.183640		192031.175476
787    271204		191944.241142		192031.235474
788    271204		191944.299145		192031.275452
789    271204		191944.328125		192031.315491
791    271204		191944.386391		192031.355469
792    271204		191944.444141		192031.435425
793    271204		191944.473267		192031.455444
794    271204		191944.531391		192031.515442
795    271204		191944.560501		192031.535461
796    271204		191944.618393		192031.595457
797    271204		191944.676765		192031.655457
798    271204		191944.705765		192031.695435
800    271204		191944.764019		192031.755432
801    271204		191944.793018		192031.775391
802    271204		191944.851269		192031.835388
803    271204		191944.909393		192031.895386
804    271204		191944.938766		192031.915405
805    271204		191945.997143		192031.975403
806    271204		191945.055141		192032.035400
807    271204		191945.084393		192032.075378
809    271204		191945.142769		192032.115356
810    271204		191945.171890		192032.155396
811    271204		191945.230145		192032.215393
812    271204		191945.288391		192032.275391
813    271204		191945.317516		192032.295410
814    271204		191945.375893		192032.355408
815    271204		191945.405003		192032.395386
816    271204		191945.463020		192032.455383
818    271204		191945.521515		192032.515381
819    271204		191945.550766		192032.535339
820    271204		191945.608894		192032.595337
821    271204		191945.638020		192032.615356
822    271204		191945.696144		192032.675354
823    271204		191945.754642		192032.735352
824    271204		191945.783642		192032.775330
825    271204		191945.841892		192032.815308
827    271204		191945.871017		192032.855347
828    271204		191945.929268		192032.915344
829    271204		191945.987644		192032.975342
830    271204		191946.016750		192032.995300
831    271204		191946.074764		192033.055298
832    271204		191946.133018		192033.115295
833    271204		191946.162144		192033.155334
834    271204		191946.220394		192033.195312
836    271204		191946.249626		192033.235352
837    271204		191946.307877		192033.295349
838    271204		191946.366142		192033.355347
839    271204		191946.395149		192033.375305
840    271204		191946.453644		192033.435303
841    271204		191946.482754		192033.455322
842    271204		191946.541019		192033.515320
844    271204		191946.599396		192033.575317
845    271204		191946.628517		192033.615295
846    271204		191946.686893		192033.675293
847    271204		191946.716003		192033.695312
848    271204		191946.774380		192033.755249
849    271204		191946.832645		192033.815247
850    271204		191946.861877		192033.855286
851    271204		191946.920143		192033.895264
852    271204		191946.949268		192033.935242
854    271204		191947.007774		192033.995239
855    271204		191947.066021		192034.055237
856    271204		191947.095272		192034.075256
857    271204		191947.153755		192034.135193
858    271204		191947.182896		192034.155212
859    271204		191947.241142		192034.215210
860    271204		191947.299755		192034.295227
861    271204		191947.328770		192034.315186
863    271204		191947.387005		192034.375183
864    271204		191947.445522		192034.435181
865    271204		191947.474628		192034.455200
866    271204		191947.532768		192034.515198
867    271204		191947.562019		192034.535156
868    271204		191947.620628		192034.595154
869    271204		191947.678898		192034.655151
870    271204		191947.708275		192034.695129
872    271204		191947.766769		192034.755127
873    271204		191947.795773		192034.775146
874    271204		191947.854149		192034.835144
875    271204		191947.912895		192034.895142
876    271204		191947.942146		192034.935120
877    271204		191948.000275		192034.995117
878    271204		191948.029648		192035.015137
879    271204		191948.088272		192035.075134
881    271204		191948.146896		192035.135132
882    271204		191948.176254		192035.155151
883    271204		191948.234646		192035.215149
884    271204		191948.263771		192035.255127
885    271204		191948.322521		192035.315125
886    271204		191948.381149		192035.355103
887    271204		191948.410149		192035.395142
888    271204		191948.468647		192035.455139
890    271204		191948.497776		192035.475098
891    271204		191948.556648		192035.535095
892    271204		191948.615147		192035.595093
893    271204		191948.644398		192035.635071
894    271204		191948.702900		192035.695068
895    271204		191948.732384		192035.715088
896    271204		191948.791027		192035.775085
898    271204		191948.849770		192035.835083
899    271204		191948.879005		192035.855103
900    271204		191948.937523		192035.915100
901    271204		191948.967022		192035.955078
902    271204		191949.025631		192036.015076
903    271204		191949.084026		192036.075073
904    271204		191949.113522		192036.095032
905    271204		191949.172256		192036.155090
906    271204		191949.201649		192036.175049
908    271204		191949.260273		192036.255066
909    271204		191949.319023		192036.295044
910    271204		191949.348507		192036.335022
911    271204		191949.407276		192036.395020
912    271204		191949.436901		192036.415039
913    271204		191949.495525		192036.475037
914    271204		191949.554272		192036.535034
915    271204		191949.583649		192036.575012
917    271204		191949.642525		192036.635010
918    271204		191949.672024		192036.655029
919    271204		191949.730900		192036.715027
920    271204		191949.760273		192036.734985
921    271204		191949.819023		192036.794983
922    271204		191949.878021		192036.854980
923    271204		191949.907524		192036.895020
924    271204		191949.966522		192036.954956
