# Img   rel_time   rel_X   rel_Y   rel_Z   roll   pitch   yaw
658    355.7781   -46702.79    87.53637    2995.812   0.4724121    3.746338   -19.87427   
659    355.8348   -46704.37     92.8507    2995.781   0.4779053    3.746338   -19.87427   
660    355.8629   -46705.41     96.3903    2995.781   0.4779053    3.746338   -19.87427   
661    356.9194   -46706.46    99.93009    2995.781   0.4833984    3.746338   -19.86877   
663    355.9758   -46708.03    105.2444     2995.75   0.4888916    3.746338   -19.86877   
664     356.004    -46709.1    108.7753    2995.781   0.4888916    3.746338   -19.86328   
665    356.0604   -46710.15    112.3151    2995.781   0.4943848    3.751831   -19.86328   
666    356.1173   -46711.72    117.6294     2995.75   0.4998779    3.751831   -19.86328   
667    356.1451   -46712.77    121.1692     2995.75   0.5053711    3.751831   -19.85779   
668    356.2011   -46713.82    124.7088     2995.75   0.5053711    3.751831   -19.85779   
669    356.2573   -46715.39    130.0231    2995.719   0.5163574    3.751831   -19.85229   
670    356.2851   -46716.44    133.5629    2995.719   0.5163574    3.751831   -19.85229   
671    356.3415   -46718.01     138.877    2995.719   0.5218506    3.751831   -19.85229   
673    356.3983   -46719.06    142.4168    2995.688   0.5328369    3.751831   -19.85229   
674    356.4263    -46720.1    145.9564    2995.688   0.5328369    3.751831   -19.85229   
675    356.4824   -46721.67    151.2708    2995.688   0.5383301    3.751831    -19.8468   
676    356.5387   -46722.72    154.8104    2995.656   0.5493164    3.751831    -19.8468   
677    356.5671   -46723.77    158.3502    2995.656   0.5493164    3.751831    -19.8468   
678    356.6233   -46725.33    163.6643    2995.656   0.5548096    3.751831    -19.8468   
679    356.6796   -46726.38    167.2041    2995.625   0.5603027    3.751831    -19.8468   
680    356.7078   -46727.43     170.753    2995.625   0.5657959    3.751831    -19.8468   
682    356.7647   -46728.99    176.0579    2995.625   0.5712891    3.751831   -19.84131   
683    356.8204   -46730.04     179.607    2995.594   0.5712891    3.757324   -19.84131   
684    356.8484   -46731.09    183.1466    2995.594   0.5767822    3.757324   -19.84131   
685    356.9049   -46732.65    188.4514    2995.594   0.5822754    3.757324   -19.83582   
686    356.9608    -46733.7    192.0003    2995.562   0.5822754    3.757324   -19.83582   
687    356.9891   -46734.75    195.5401    2995.562   0.5877686    3.757324   -19.83582   
688    357.0453   -46736.34    200.8364    2995.594   0.5932617    3.757324   -19.83582   
689    357.1014   -46737.91    206.1506    2995.562   0.5932617    3.762817   -19.83032   
691    357.1294   -46738.43    207.9156    2995.562   0.5932617    3.762817   -19.83032   
692    357.1858      -46740    213.2298    2995.562   0.5987549    3.762817   -19.83032   
693    357.2412   -46741.04    216.7694    2995.562   0.5987549    3.762817   -19.82483   
694    357.2691   -46742.08     220.309    2995.531   0.5987549    3.762817   -19.82483   
695    357.3254   -46743.65    225.6231    2995.531   0.6097412    3.762817   -19.82483   
696    357.3814   -46744.69    229.1628    2995.531   0.6152344    3.762817   -19.81934   
697    357.4092   -46745.73    232.7117      2995.5   0.6152344    3.768311   -19.81934   
698    357.4653    -46747.3    238.0163      2995.5   0.6207275    3.768311   -19.81384   
700    357.5212   -46748.34    241.5559      2995.5   0.6317139    3.768311   -19.81384   
701    357.5483   -46749.38    245.1049      2995.5   0.6317139    3.768311   -19.81384   
702    357.6037   -46750.42    248.6445    2995.469   0.6317139    3.768311   -19.80835   
703    357.6602   -46751.98    253.9584    2995.469    0.637207    3.768311   -19.80835   
704    357.6879   -46753.03    257.4981    2995.469    0.637207    3.768311   -19.80286   
705    357.7438   -46754.59    262.8027    2995.438    0.637207    3.768311   -19.80286   
706    357.7997   -46755.63    266.3516    2995.438   0.6427002    3.768311   -19.79736   
707    357.8279   -46756.67    269.8913    2995.438   0.6427002    3.762817   -19.79736   
708    357.8838   -46758.23    275.2052    2995.438    0.637207    3.768311   -19.79736   
710    357.9394   -46759.27    278.7447    2995.406    0.637207    3.768311   -19.79187   
711    357.9672   -46760.31    282.2843    2995.406    0.637207    3.768311   -19.79187   
712    358.0213    -46761.4    285.8064    2995.375   0.6317139    3.768311   -19.79187   
713    358.0779   -46762.96    291.1204    2995.375   0.6317139    3.768311   -19.79187   
714    358.1062   -46763.99    294.6598    2995.375   0.6317139    3.762817   -19.78638   
715    358.1619   -46765.04    298.1994    2995.375   0.6317139    3.768311   -19.78638   
716    358.2179    -46766.6    303.5134    2995.344   0.6262207    3.768311   -19.78638   
718    358.2742   -46768.15    308.8179    2995.344   0.6317139    3.768311   -19.78088   
719    358.3014   -46769.19    312.3668    2995.344   0.6317139    3.768311   -19.78088   
720    358.3584   -46770.23    315.9062    2995.344   0.6317139    3.768311   -19.78088   
721    358.4139   -46771.78    321.2107    2995.312    0.637207    3.768311   -19.78088   
722    358.4423   -46772.83    324.7596    2995.312    0.637207    3.768311   -19.77539   
723    358.4979   -46773.86     328.299    2995.312    0.637207    3.768311   -19.77539   
724    358.5533   -46775.42    333.6128    2995.281   0.6427002    3.768311   -19.77539   
725    358.5812   -46775.93    335.3779    2995.281   0.6427002    3.768311    -19.7699   
726    358.6378   -46777.49    340.6917    2995.281   0.6427002    3.768311    -19.7699   
728    358.6936   -46779.04    346.0055    2995.281   0.6427002    3.768311    -19.7644   
729    358.7209   -46779.56    347.7706    2995.281   0.6427002    3.768311    -19.7644   
730    358.7776   -46781.11    353.0844     2995.25   0.6427002    3.768311    -19.7644   
731    358.8337   -46782.67    358.3982     2995.25   0.6427002    3.768311   -19.75891   
732    358.8619   -46783.19    360.1632     2995.25   0.6427002    3.768311   -19.75891   
733    359.9174   -46784.74     365.477     2995.25   0.6427002    3.768311   -19.75342   
734    358.9738   -46786.29    370.7908    2995.219   0.6481934    3.768311   -19.75342   
735    359.0024   -46787.38    374.2943    2995.156   0.6481934    3.762817   -19.74792   
737    359.0582   -46788.41    377.8337    2995.156   0.6481934    3.768311   -19.74792   
738    359.1142   -46789.97    383.1475    2995.156   0.6536865    3.768311   -19.74243   
739    359.1413      -46791     386.687    2995.156   0.6536865    3.768311   -19.74243   
740    359.1979   -46792.03    390.2262    2995.125   0.6536865    3.768311   -19.73694   
741    359.2543   -46793.59      395.54    2995.125   0.6536865    3.768311   -19.73694   
742    359.2817    -46794.1    397.3051    2995.125   0.6591797    3.768311   -19.73145   
743    359.3378   -46795.65    402.6187    2995.125   0.6591797    3.768311   -19.72595   
745    359.3941   -46797.21    407.9325    2995.094   0.6536865    3.768311   -19.72595   
746    359.4221   -46797.72    409.6974    2995.094   0.6536865    3.773804   -19.72046   
747    359.4783   -46799.27    415.0112    2995.094   0.6536865    3.773804   -19.72046   
748    359.5346   -46800.82    420.3248    2995.094   0.6536865    3.773804   -19.71497   
749    359.5624   -46801.33    422.0899    2995.094   0.6536865    3.773804   -19.70947   
750    359.6184   -46802.88    427.4035    2995.062   0.6536865    3.773804   -19.70398   
751    359.6742   -46804.43    432.7078    2995.062   0.6481934    3.773804   -19.69849   
752    359.7022   -46805.46    436.2564    2995.062   0.6481934    3.773804   -19.69849   
753    359.7586   -46806.49    439.7956    2995.062   0.6481934    3.773804   -19.69299   
755    359.8146   -46808.03    445.0999    2995.031   0.6481934    3.773804    -19.6875   
756    359.8422   -46809.06    448.6485    2995.031   0.6481934    3.773804    -19.6875   
757    359.8979    -46810.1    452.1879    2995.031   0.6536865    3.768311   -19.68201   
758    359.9544   -46811.64     457.492    2995.031   0.6481934    3.773804   -19.67651   
759    359.9828   -46812.67    461.0315    2995.031   0.6481934    3.768311   -19.67651   
760    360.0381   -46813.71    464.5895    2995.031   0.6536865    3.768311   -19.67102   
761    360.0942   -46815.26    469.8938        2995   0.6536865    3.768311   -19.66553   
762    360.1223   -46815.77     471.668        2995   0.6536865    3.768311   -19.66553   
764    360.1783   -46817.31    476.9817        2995   0.6536865    3.768311   -19.66003   
765    360.2341   -46818.85    482.2858        2995   0.6591797    3.768311   -19.65454   
766    360.2626   -46819.88    485.8343        2995   0.6591797    3.768311   -19.65454   
767    360.3187   -46820.91    489.3736    2994.969   0.6591797    3.768311   -19.64905   
768    360.3752   -46821.94    492.9128    2994.969    0.670166    3.768311   -19.64905   
769    360.4033   -46823.48     498.217    2994.969    0.670166    3.768311   -19.64355   
770    360.4596   -46824.51    501.7655    2994.969   0.6756592    3.768311   -19.64355   
771    360.5157   -46826.05    507.0697    2994.969   0.6811523    3.768311   -19.63806   
773    360.5432   -46827.08    510.6089    2994.938   0.6866455    3.768311   -19.63806   
774    360.5996    -46828.1    514.1573    2994.938   0.6866455    3.768311   -19.63806   
775    360.6558   -46829.64    519.4614    2994.938   0.6976318    3.768311   -19.63257   
776    360.6839   -46830.67    523.0007    2994.938   0.6976318    3.768311   -19.63257   
777    360.7401   -46831.69    526.5491    2994.938    0.703125    3.768311   -19.62708   
778    360.7962   -46833.23    531.8532    2994.906   0.7086182    3.768311   -19.62708   
779    360.8246   -46834.25    535.3923    2994.906   0.7141113    3.773804   -19.62708   
780    360.8804   -46835.28    538.9315    2994.906   0.7141113    3.773804   -19.62158   
782    360.9362   -46836.82    544.2448    2994.906   0.7250977    3.773804   -19.62158   
783    360.9917   -46838.36    549.5582    2994.875   0.7305908    3.773804   -19.62158   
784    361.0192   -46838.88    551.3328    2994.906   0.7305908    3.773804   -19.61609   
785    361.0753   -46840.41    556.6367    2994.906   0.7305908    3.773804   -19.61609   
786    361.1041   -46841.44    560.1758    2994.906    0.736084    3.773804   -19.61609   
787    361.1616   -46842.97    565.4891    2994.875   0.7415771    3.773804   -19.61609   
788    361.2196      -46844    569.0283    2994.875   0.7415771    3.773804    -19.6106   
789    361.2485   -46845.02    572.5674    2994.875   0.7470703    3.773804    -19.6106   
791    361.3068   -46846.04    576.1158    2994.875   0.7525635    3.773804    -19.6106   
792    361.3646   -46848.09    583.1939    2994.875   0.7470703    3.773804    -19.6106   
793    361.3937    -46848.6    584.9588    2994.844   0.7525635    3.773804    -19.6051   
794    361.4518   -46850.13    590.2721    2994.844   0.7525635    3.773804    -19.6051   
795    361.4809   -46850.64    592.0463    2994.844   0.7525635    3.773804    -19.6051   
796    361.5388   -46852.17    597.3502    2994.844   0.7525635    3.773804    -19.6051   
797    361.5972    -46853.7    602.6633    2994.844   0.7580566    3.773804   -19.59961   
798    361.6262   -46854.72    606.2024    2994.812   0.7525635    3.773804   -19.59961   
800    361.6844   -46856.25    611.5156    2994.812   0.7580566    3.773804   -19.59961   
801    361.7134   -46856.77    613.2898    2994.812   0.7580566    3.773804   -19.59412   
802    361.7717   -46858.29    618.5936    2994.812   0.7580566    3.773804   -19.59412   
803    361.8298   -46859.82    623.9069    2994.812   0.7580566    3.773804   -19.58862   
804    361.8592   -46860.34     625.681    2994.812   0.7580566    3.773804   -19.58862   
805    362.9176   -46861.86    630.9848    2994.781   0.7525635    3.779297   -19.58862   
806    361.9756   -46863.39    636.2979    2994.781   0.7580566    3.779297   -19.58313   
807    362.0048   -46864.42     639.856    2994.812   0.7580566    3.779297   -19.58313   
809    362.0632   -46865.44    643.3949    2994.812   0.7525635    3.779297   -19.57764   
810    362.0923   -46866.46    646.9339    2994.812   0.7525635    3.779297   -19.57764   
811    362.1506   -46867.99     652.247    2994.812   0.7525635    3.779297   -19.57214   
812    362.2088   -46869.51    657.5508    2994.812   0.7525635     3.78479   -19.56665   
813    362.2379   -46870.02    659.3248    2994.781   0.7525635     3.78479   -19.56665   
814    362.2963   -46871.54    664.6379    2994.781   0.7580566     3.78479   -19.56116   
815    362.3254   -46872.56     668.177    2994.781   0.7525635     3.78479   -19.55566   
816    362.3834   -46874.08    673.4898    2994.781   0.7525635     3.78479   -19.55566   
818    362.4419   -46875.61    678.7936    2994.781   0.7580566     3.78479   -19.55017   
819    362.4712   -46876.12    680.5678    2994.781   0.7580566     3.78479   -19.54468   
820    362.5293   -46877.64    685.8807     2994.75   0.7580566     3.78479   -19.53918   
821    362.5584   -46878.15    687.6456     2994.75   0.7580566     3.78479   -19.53918   
822    362.6166   -46879.67    692.9585     2994.75   0.7635498     3.78479   -19.53369   
823    362.6751    -46881.2    698.2716     2994.75   0.7635498     3.78479    -19.5282   
824    362.7041   -46882.21    701.8105     2994.75   0.7635498     3.78479    -19.5282   
825    362.7623   -46883.22    705.3492     2994.75   0.7635498     3.78479   -19.52271   
827    362.7914   -46884.23    708.8881    2994.719   0.7635498     3.78479   -19.52271   
828    362.8497   -46885.76    714.2012    2994.719    0.769043     3.78479   -19.51721   
829    362.9081   -46887.28    719.5141    2994.719    0.769043     3.78479   -19.51172   
830    362.9372   -46887.78    721.2881    2994.719   0.7745361     3.78479   -19.51172   
831    362.9952    -46889.3    726.5917    2994.719   0.7745361     3.78479   -19.50623   
832    363.0534   -46890.85    731.9426    2994.781   0.7745361     3.78479   -19.50073   
833    363.0826   -46891.86    735.4813     2994.75   0.7745361     3.78479   -19.50073   
834    363.1408   -46892.87    739.0202     2994.75   0.7800293     3.78479   -19.49524   
836    363.1701   -46893.88    742.5589     2994.75   0.7800293     3.78479   -19.49524   
837    363.2283    -46895.4    747.8718     2994.75   0.7800293     3.78479   -19.48975   
838    363.2866   -46896.92    753.1847     2994.75   0.7800293     3.78479   -19.48425   
839    363.3156   -46897.42    754.9494     2994.75   0.7800293     3.78479   -19.48425   
840    363.3741   -46898.93    760.2621     2994.75   0.7800293     3.78479   -19.48425   
841    363.4032   -46899.44    762.0361    2994.719   0.7800293     3.78479   -19.47876   
842    363.4614   -46900.96     767.349    2994.719   0.7855225     3.78479   -19.47876   
844    363.5198   -46902.47    772.6524    2994.719   0.7855225     3.78479   -19.47327   
845    363.5489   -46903.48    776.2004    2994.719   0.7800293     3.78479   -19.47327   
846    363.6073      -46905     781.504    2994.719   0.7855225     3.78479   -19.47327   
847    363.6364    -46905.5    783.2781    2994.719   0.7855225    3.790283   -19.46777   
848    363.6948   -46907.01    788.5908    2994.719   0.7855225    3.790283   -19.46777   
849    363.7531   -46908.53    793.9035    2994.688   0.7855225    3.790283   -19.46777   
850    363.7823   -46909.53    797.4422    2994.688   0.7855225    3.790283   -19.46777   
851    363.8406   -46910.54    800.9809    2994.688   0.7855225    3.795776   -19.46228   
852    363.8697   -46911.55    804.5196    2994.688   0.7910156    3.795776   -19.46228   
854    363.9282   -46913.06    809.8322    2994.688   0.7910156    3.795776   -19.45679   
855    363.9864   -46914.57    815.1449    2994.688   0.7910156    3.795776   -19.45679   
856    364.0157   -46915.09    816.9474     2994.75   0.7910156    3.795776   -19.45679   
857    364.0742    -46916.6    822.2601    2994.719   0.7965088    3.795776   -19.45679   
858    364.1033   -46917.11    824.0341    2994.719   0.7965088     3.80127   -19.45129   
859    364.1616   -46918.61    829.3467    2994.719   0.7965088     3.80127   -19.45129   
860    364.2202   -46920.62    836.4239    2994.719    0.802002     3.80127   -19.45129   
861    364.2492   -46921.13    838.1979    2994.719   0.7965088    3.806763    -19.4458   
863    364.3074   -46922.63    843.5105    2994.719   0.7965088    3.806763    -19.4458   
864    364.3659   -46924.14    848.8232    2994.688   0.7965088    3.806763    -19.4458   
865    364.3951   -46924.64    850.5877    2994.688   0.7965088    3.806763   -19.44031   
866    364.4532   -46926.15    855.9003    2994.688   0.7910156    3.806763   -19.44031   
867    364.4824   -46926.65    857.6743    2994.688   0.7910156    3.806763   -19.44031   
868    364.5411   -46928.16    862.9868    2994.688   0.7855225    3.806763   -19.43481   
869    364.5993   -46929.66    868.2994    2994.688   0.7800293    3.806763   -19.43481   
870    364.6287   -46930.66    871.8379    2994.688   0.7800293     3.80127   -19.43481   
872    364.6872   -46932.17    877.1504    2994.688   0.7745361    3.806763   -19.42932   
873    364.7162   -46932.67    878.9151    2994.656   0.7635498     3.80127   -19.42932   
874    364.7746   -46934.17    884.2275    2994.656   0.7580566     3.80127   -19.42383   
875    364.8333   -46935.67      889.54    2994.656   0.7580566     3.80127   -19.42383   
876    364.8626   -46936.68    893.0786    2994.656   0.7525635     3.80127   -19.41833   
877    364.9207   -46938.17    898.3909    2994.656   0.7470703     3.80127   -19.41833   
878    364.9501   -46938.68    900.1649    2994.656   0.7470703     3.80127   -19.41284   
879    365.0087    -46940.2     905.506    2994.719   0.7415771     3.80127   -19.41284   
881    365.0673   -46941.71    910.8185    2994.688    0.736084     3.80127   -19.40735   
882    365.0967   -46942.21    912.5924    2994.688    0.736084    3.806763   -19.40186   
883    365.1551    -46943.7    917.9047    2994.688   0.7305908     3.80127   -19.40186   
884    365.1842   -46944.71    921.4432    2994.688   0.7250977    3.806763   -19.39636   
885    365.2429    -46946.2    926.7556    2994.688   0.7250977    3.806763   -19.39087   
886    365.3016   -46947.21    930.2941    2994.688   0.7196045    3.806763   -19.39087   
887    365.3306   -46948.21     933.842    2994.688   0.7141113    3.806763   -19.38538   
888    365.3891    -46949.7    939.1542    2994.688   0.7141113    3.806763   -19.37988   
890    365.4182    -46950.2    940.9189    2994.688   0.7141113    3.812256   -19.37988   
891    365.4771    -46951.7    946.2312    2994.656   0.7086182    3.812256   -19.37439   
892    365.5356   -46953.19    951.5434    2994.656   0.7086182    3.812256    -19.3689   
893    365.5648   -46954.19     955.082    2994.656   0.7086182    3.812256    -19.3689   
894    365.6233   -46955.68    960.3941    2994.656   0.7086182    3.806763    -19.3634   
895    365.6528   -46956.19    962.1681    2994.656    0.703125    3.812256   -19.35791   
896    365.7115   -46957.68    967.4803    2994.656    0.703125    3.806763   -19.35242   
898    365.7702   -46959.18    972.7927    2994.656   0.6976318    3.812256   -19.35242   
899    365.7994   -46959.67    974.5665    2994.656   0.6976318    3.812256   -19.34692   
900    365.8579   -46961.17    979.8787    2994.656   0.6976318    3.812256   -19.34692   
901    365.8874   -46962.16    983.4171    2994.656   0.6976318    3.812256   -19.34143   
902    365.9461   -46963.66    988.7294    2994.625   0.6921387    3.812256   -19.33594   
903    366.0045   -46965.14     994.088    2994.688   0.6866455    3.812256   -19.33594   
904    366.0339   -46965.64    995.8525    2994.688   0.6811523    3.812256   -19.33044   
905    366.0927   -46967.13    1001.165    2994.688   0.6811523    3.812256   -19.33044   
906    366.1221   -46967.63    1002.938    2994.688   0.6756592    3.812256   -19.32495   
908    366.1807   -46969.62    1010.025    2994.656    0.670166    3.812256   -19.32495   
909    366.2394   -46970.61    1013.563    2994.656   0.6646729    3.817749   -19.31946   
910    366.2689    -46971.6    1017.101    2994.656   0.6591797    3.817749   -19.31946   
911    366.3277    -46973.1    1022.413    2994.656   0.6591797    3.812256   -19.31946   
912    366.3573   -46973.59    1024.187    2994.656   0.6591797    3.817749   -19.31396   
913     366.416   -46975.08    1029.499    2994.656   0.6481934    3.817749   -19.31396   
914    366.4747   -46976.57    1034.811    2994.656   0.6481934    3.817749   -19.31396   
915    366.5041   -46977.56     1038.35    2994.656   0.6481934    3.817749   -19.30847   
917    366.5629   -46979.05    1043.662    2994.656   0.6427002    3.817749   -19.30847   
918    366.5924   -46979.54    1045.436    2994.656   0.6427002    3.817749   -19.30847   
919    366.6513   -46981.04    1050.748    2994.656    0.637207    3.817749   -19.30847   
920    366.6807   -46981.53    1052.521    2994.656    0.637207    3.823242   -19.30847   
921    366.7394   -46983.02    1057.834    2994.656   0.6317139    3.823242   -19.30298   
922    366.7984    -46984.5    1063.146    2994.625   0.6262207    3.823242   -19.30298   
923     366.828   -46985.49    1066.684    2994.625   0.6207275    3.823242   -19.30298   
924    366.8869   -46986.98    1071.996    2994.625   0.6152344    3.823242   -19.29749   
926    367.9163   -46987.47     1073.77    2994.625   0.6152344    3.823242   -19.29749   
927    366.9751   -46988.96    1079.082    2994.625    0.604248    3.828735   -19.29749   
928    367.0341   -46990.46    1084.385    2994.656    0.604248    3.828735   -19.29199   
929    367.0635   -46991.45    1087.933    2994.625   0.5987549    3.828735   -19.29199   
930    367.1223   -46992.94    1093.245    2994.625   0.5822754    3.834229   -19.29199   
931     367.152   -46993.43    1095.009    2994.625   0.5822754    3.834229    -19.2865   
932    367.2108   -46994.91    1100.321    2994.625   0.5712891    3.834229    -19.2865   
934    367.2698    -46996.4    1105.633    2994.625   0.5548096    3.834229    -19.2865   
935    367.2992    -46996.9    1107.407    2994.625   0.5493164    3.834229   -19.28101   
936    367.3582   -46998.37    1112.719    2994.625   0.5328369    3.834229   -19.28101   
937    367.3876   -46999.37    1116.257    2994.625   0.5218506    3.834229   -19.28101   
938    367.4468   -47000.85    1121.569    2994.625   0.5108643    3.834229   -19.27551   
939    367.5057   -47002.33    1126.881    2994.625   0.4888916    3.839722   -19.27551   
940    367.5352   -47002.82    1128.654    2994.625   0.4833984    3.839722   -19.27551   
941    367.5941    -47004.3    1133.966    2994.625   0.4669189    3.839722   -19.27002   
942    367.6236   -47005.29    1137.505    2994.625   0.4559326    3.839722   -19.27002   
944    367.6826   -47006.78    1142.817    2994.625   0.4394531    3.845215   -19.26453   
945     367.712   -47007.27     1144.59    2994.625   0.4284668    3.845215   -19.26453   
946    367.7709   -47008.74    1149.902    2994.594   0.4119873    3.845215   -19.26453   
947    367.8302   -47010.23    1155.214    2994.594   0.3900146    3.845215   -19.25903   
948    367.8596   -47010.72    1156.978    2994.594   0.3790283    3.845215   -19.25903   
949    368.9186    -47012.2     1162.29    2994.594   0.3625488    3.845215   -19.25354   
950    367.9478   -47013.18    1165.838    2994.594   0.3515625    3.845215   -19.25354   
951     368.007   -47014.68    1171.178    2994.656    0.335083    3.845215   -19.24805   
953    368.0659   -47016.16     1176.49    2994.656   0.3186035    3.845215   -19.24255   
954    368.0957   -47016.65    1178.264    2994.656   0.3131104    3.845215   -19.24255   
955    368.1546   -47018.13    1183.576    2994.656   0.2911377    3.850708   -19.23706   
956    368.1838   -47019.12    1187.114    2994.656   0.2856445    3.850708   -19.23706   
957    368.2428    -47020.6    1192.426    2994.656   0.2746582    3.850708   -19.23157   
958    368.3021   -47022.07    1197.737    2994.656   0.2581787    3.850708   -19.22607   
959    368.3316   -47022.57    1199.502    2994.656   0.2526855    3.850708   -19.22607   
960    368.3905   -47024.04    1204.814    2994.656   0.2416992    3.856201   -19.22058   
962      368.42   -47024.53    1206.587    2994.656   0.2362061    3.856201   -19.22058   
963    368.4788   -47026.01    1211.899    2994.656   0.2252197    3.856201   -19.21509   
964    368.5085      -47027    1215.437    2994.656   0.2197266    3.850708   -19.21509   
965    368.5675   -47028.48    1220.749    2994.656   0.1977539    3.856201   -19.20959   
966    368.6265   -47029.46    1224.287    2994.656   0.1922607    3.856201    -19.2041   
967    368.6562   -47030.44    1227.825    2994.656   0.1867676    3.850708    -19.2041   
968     368.715   -47031.92    1233.137    2994.656   0.1702881    3.850708    -19.2041   
969    368.7444    -47032.9    1236.675    2994.656   0.1647949    3.856201   -19.19861   
971    368.8037   -47034.38    1241.987    2994.656   0.1538086    3.850708   -19.19861   
972    368.8625   -47035.86    1247.299    2994.656   0.1318359    3.850708   -19.19861   
973    368.8921   -47036.35    1249.072    2994.656   0.1263428    3.850708   -19.19861   
974    368.9513   -47037.82    1254.384    2994.656   0.1208496    3.845215   -19.19312   
975    368.9811    -47038.8    1257.922    2994.656   0.1153564    3.850708   -19.19312   
976    369.0396   -47039.83     1261.48    2994.719   0.09887695    3.850708   -19.19312   
977    369.0987    -47041.3    1266.782    2994.719   0.09338379    3.850708   -19.19312   
978    369.1284   -47042.28     1270.33    2994.719   0.08789062    3.850708   -19.19312   
980    369.1872   -47043.76    1275.632    2994.719   0.07141113    3.850708   -19.19312   
981    369.2166   -47044.25    1277.406    2994.719   0.06591797    3.850708   -19.19312   
982    369.2757   -47045.72    1282.718    2994.719   0.05493164    3.850708   -19.19312   
983    369.3348    -47047.2     1288.02    2994.719   0.03845215    3.850708   -19.19312   
984    369.3642   -47048.18    1291.558    2994.719   0.03295898    3.850708   -19.19312   
985    369.4233   -47049.17    1295.106    2994.719   0.02746582    3.850708   -19.19312   
986    369.4528   -47050.15    1298.644    2994.719   0.01647949    3.856201   -19.19861   
987    369.5113   -47051.63    1303.946    2994.719   -0.005493164    3.856201   -19.19861   
989    369.5411   -47052.61    1307.484    2994.719   -0.01098633    3.856201   -19.19861   
990    369.6002   -47054.08    1312.796    2994.719   -0.02746582    3.856201   -19.19861   
991    369.6588   -47055.06    1316.334    2994.719   -0.03845215    3.856201    -19.2041   
992    369.6886   -47056.04    1319.872    2994.719   -0.04394531    3.861694    -19.2041   
993    369.7475   -47057.52    1325.184    2994.719   -0.0604248    3.856201    -19.2041   
994    369.7768   -47058.01    1326.957    2994.719   -0.06591797    3.861694   -19.20959   
995     369.836   -47059.48     1332.26    2994.719   -0.08239746    3.856201   -19.20959   
997    369.8951   -47060.96    1337.572    2994.719   -0.09338379    3.856201   -19.21509   
998    369.9246   -47061.94     1341.11    2994.719   -0.1043701    3.861694   -19.21509   
999    369.9836   -47063.41    1346.412    2994.719   -0.1153564    3.856201   -19.22058   
1000    370.0131   -47063.89    1348.204    2994.781   -0.1208496    3.856201   -19.22058   
1001    370.0722   -47065.37    1353.516    2994.781   -0.1318359    3.856201   -19.22058   
1002    370.1311   -47066.84    1358.818    2994.781   -0.1483154    3.856201   -19.22607   
1003    370.1605   -47067.83    1362.356    2994.781   -0.1538086    3.856201   -19.22607   
1004    370.2193   -47068.81    1365.894    2994.781   -0.1702881    3.856201   -19.23157   
1005    370.2488   -47069.79    1369.432    2994.781   -0.1757812    3.856201   -19.23157   
1007     370.308   -47071.27    1374.744    2994.781   -0.1867676    3.856201   -19.23706   
1008    370.3375   -47071.76    1376.509    2994.781   -0.1977539    3.856201   -19.23706   
1009    370.3963   -47073.23     1381.82    2994.781   -0.2087402    3.856201   -19.23706   
1010    370.4555   -47074.71    1387.123    2994.781   -0.2197266    3.861694   -19.24255   
1011     370.485   -47075.69    1390.661    2994.781   -0.2252197    3.856201   -19.24255   
1012    370.5438   -47077.16    1395.973    2994.781   -0.2362061    3.861694   -19.24805   
1013    370.5732   -47077.65    1397.737    2994.781   -0.2416992    3.861694   -19.24805   
1014    370.6322   -47079.13    1403.039    2994.781   -0.2526855    3.861694   -19.24805   
1016     370.691    -47080.6    1408.351    2994.781   -0.2636719    3.861694   -19.24805   
1017    370.7205   -47081.09    1410.116    2994.781   -0.269165    3.867188   -19.24805   
1018    370.7797   -47083.06    1417.192    2994.781   -0.2746582    3.861694   -19.24805   
1019     370.809   -47083.55    1418.956    2994.781   -0.2801514    3.867188   -19.24805   
1020    370.8678   -47085.02    1424.268    2994.781   -0.2856445    3.867188   -19.24805   
1021    370.9271    -47086.5     1429.57    2994.781   -0.2911377    3.867188   -19.24805   
1022    370.9564   -47086.99    1431.335    2994.781   -0.2966309    3.872681   -19.24805   
1023    371.0153   -47088.49    1436.666    2994.844   -0.2966309    3.872681   -19.24805   
1025     371.045   -47089.48    1440.204    2994.844   -0.302124    3.872681   -19.24805   
1026    371.1038   -47090.95    1445.506    2994.844   -0.302124    3.878174   -19.24805   
1027    371.1628   -47092.43    1450.818    2994.844   -0.302124    3.878174   -19.24805   
1028    371.1923   -47092.92    1452.583    2994.844   -0.302124    3.878174   -19.24255   
1029    371.2513    -47094.4    1457.885    2994.844   -0.302124    3.883667   -19.24255   
1030    371.2807   -47094.89    1459.659    2994.844   -0.302124    3.883667   -19.24255   
1031    371.3398   -47096.36    1464.961    2994.844   -0.2966309    3.883667   -19.23706   
1032    371.3693   -47097.35     1468.49    2994.844   -0.2966309    3.883667   -19.23706   
1034    371.4285   -47098.82    1473.793    2994.844   -0.2966309     3.88916   -19.23706   
1035    371.4873    -47100.3    1479.104    2994.844   -0.2856445     3.88916   -19.23157   
1036    371.5167   -47100.79    1480.869    2994.844   -0.2856445     3.88916   -19.23157   
1037    371.5756   -47102.26    1486.171    2994.844   -0.2801514    3.894653   -19.22607   
1038    371.6051   -47103.25    1489.709    2994.844   -0.2746582    3.894653   -19.22607   
1039    371.6641   -47104.73    1495.012    2994.875   -0.269165    3.894653   -19.22058   
