# Time   Feature_ID   Passnumber   X  Y  Score

0.00000     0    0     1.188392401  0.5745742321   -100000000.0
0.00000     1    0     1.503255606  0.5587357283   -100000000.0
0.00000     2    0     1.375851870  0.2852259278   -100000000.0
0.00000     3    0     1.192897081  0.2192627192   -100000000.0
0.00000     4    0     1.354112864  0.3836245537   -100000000.0
0.00000     5    0     1.354781389  0.3352100253   -100000000.0
0.00000     6    0     1.252284765  0.4523497224   -100000000.0
0.00000     7    0     1.176926374  0.3585475683   -100000000.0
0.00000     8    0     1.011456490  0.4946903586   -100000000.0
0.00000     9    0     1.020102620  0.4951341450   -100000000.0
0.00000    10    0    0.8538497686  0.4660289288   -100000000.0
0.00000    11    0    0.8616212010  0.4674874544   -100000000.0
0.00000    12    0    0.8630396724  0.5428791046   -100000000.0
0.00000    13    0    0.7983919382  0.4946267009   -100000000.0
0.00000    14    0    0.3793752491  0.4606280923   -100000000.0
0.00000    15    0    0.4279123247  0.4703063369   -100000000.0
0.00000    16    0    0.5900459290  0.4610685110   -100000000.0
0.00000    17    0    0.6301307082  0.4647160769   -100000000.0
0.00000    18    0    0.5393447876  0.4341425300   -100000000.0
0.00000    19    0    0.5450666547  0.4341425300   -100000000.0
0.00000    20    0    0.7538766861  0.2926399708   -100000000.0
0.00000    21    0    0.6507675648  0.3423676789   -100000000.0
0.00000    22    0     1.509344101  0.3062266707   -100000000.0
0.00000    23    0     1.509665012  0.2625232041   -100000000.0
0.00000    24    0     1.283810019  0.3249871135   -100000000.0
0.00000    25    0     1.455392480  0.3256899118   -100000000.0
0.00000    26    0     1.406986713  0.4071367979   -100000000.0
0.00000    27    0     1.330719709  0.3961300850   -100000000.0
0.00000    28    0    0.7321866751  0.5046858788   -100000000.0
0.00000    29    0    0.7664926052  0.5100835562   -100000000.0
0.00000    30    0    0.5085748434  0.3985311389   -100000000.0
0.00000    31    0    0.5202853680  0.4098841548   -100000000.0
0.00000    32    0    0.4681168199  0.2893143296   -100000000.0
0.00000    33    0    0.5069877505  0.3347204924   -100000000.0

